x,y,z,value
0,16,25,3.3340399520267496
0,16,26,3.3573596800000005
0,16,27,3.391084669817387
0,16,28,3.4577912757201648
0,16,29,3.5611278174583334
0,16,30,3.7010851716213997
0,16,31,3.8735476581198562
0,16,32,4.070853333333334
0,16,33,4.282894829925412
0,16,34,4.498328843325103
0,16,35,4.705544684875
0,16,36,4.893170001646091
0,16,37,5.051604639917696
0,16,38,5.17192
0,16,39,5.248857647785494
0,16,40,5.28042517491358
0,17,0,3.9815685766301443
0,17,1,3.7204783333333333
0,17,2,3.544294905691873
0,17,3,3.46640961598354
0,17,4,3.4826242447916673
0,17,5,3.5696580544526753
0,17,6,3.6898206677597742
0,17,7,3.7996004333333335
0,17,8,3.859908257657922
0,17,9,3.8456765637860086
0,17,10,3.7524273567083335
0,17,11,3.5970220884773663
0,17,12,3.4068251014927986
0,17,13,3.2098894546666665
0,17,14,3.029209852752058
0,17,15,2.887122423884774
0,17,16,2.800699739583334
0,17,17,2.778065230707819
0,17,18,2.8170602715853907
0,17,19,2.9048974999999997
0,17,20,3.021282706497428
0,17,21,3.145890144032922
0,17,22,3.2605257541666672
0,17,23,3.3504671948971194
0,17,24,3.4096379179526752
0,17,25,3.443606626666667
0,17,26,3.4690729240612144
0,17,27,3.5061379372016463
0,17,28,3.569876123875
0,17,29,3.6634493004115227
0,17,30,3.7868133730550415
0,17,31,3.9363158333333335
0,17,32,4.105126000095165
0,17,33,4.2841652282139915
0,17,34,4.463236223958333
0,17,35,4.6321278870288065
0,17,36,4.781594739261832
0,17,37,4.904229932000001
0,17,38,4.9946677323533955
0,17,39,5.050049444444444
0,17,40,5.0697361025
0,18,0,3.9443963733333334
0,18,1,3.6708191438400206
0,18,2,3.4788099434403295
0,18,3,3.3825589110416674
0,18,4,3.380754897119342
0,18,5,3.4539997738369346
0,18,6,3.5682400000000003
0,18,7,3.6825830864264404
0,18,8,3.7591412279835392
0,18,9,3.772507682291667
0,18,10,3.7163908350946504
0,18,11,3.6037435583847737
0,18,12,3.458332458666667
0,18,13,3.304235828409465
0,18,14,3.162114897119342
0,18,15,3.0523435545
0,18,16,2.9902837860082307
0,18,17,2.982419161742798
0,18,18,3.0250340693333326
0,18,19,3.1067390155606995
0,18,20,3.2119791333662553
0,18,21,3.322847760416667
0,18,22,3.422883473909465
0,18,23,3.5003873105452676
0,18,24,3.5510400000000004
0,18,25,3.5806646557304527
0,18,26,3.604098436213992
0,18,27,3.638037046958334
0,18,28,3.690547261893004
0,18,29,3.7639668457433126
0,18,30,3.8583026773333335
0,18,31,3.9708213538451647
0,18,32,4.096275721744856
0,18,33,4.227575674374999
0,18,34,4.356738436213991
0,18,35,4.4760257876265435
0,18,36,4.57924
0,18,37,4.662604996515432
0,18,38,4.724209087999999
0,18,39,4.762450156249999
0,18,40,4.775511217777778
0,19,0,3.878861328374486
0,19,1,3.5956591721563793
0,19,2,3.3916243229166674
0,19,3,3.282246563786009
0,19,4,3.2678352149511327
0,19,5,3.3320569746666675
0,19,6,3.4443927540838484
0,19,7,3.5669181069958853
0,19,8,3.6634899218750006
0,19,9,3.7088473205761323
0,19,10,3.6950576237073047
0,19,11,3.631347062666667
0,19,12,3.537818961548354
0,19,13,3.4335214094650204
0,19,14,3.336377901416667
0,19,15,3.2643991449711933
0,19,16,3.231155871375514
0,19,17,3.2420874999999993
0,19,18,3.2932462117412546
0,19,19,3.3738182693004113
0,19,20,3.469746898208333
0,19,21,3.5656184368477364
0,19,22,3.64751958751286
0,19,23,3.706808333333333
0,19,24,3.742556663631687
0,19,25,3.761711647242798
0,19,26,3.7769010867083335
0,19,27,3.798369732510288
0,19,28,3.8291790197402262
0,19,29,3.870744113333333
0,19,30,3.923271947619856
0,19,31,3.985354079473251
0,19,32,4.0539763281250005
0,19,33,4.124899701646091
0,19,34,4.193387999970679
0,19,35,4.255237082
0,19,36,4.307696433674383
0,19,37,4.3497404475308645
0,19,38,4.381225078125
0,19,39,4.401067842
0,19,40,4.407851080125
0,20,0,3.7842436213991775
0,20,1,3.494813638333334
0,20,2,3.2825221220082312
0,20,3,3.164184965046812
0,20,4,3.1422503253333343
0,20,5,3.2025231561857
0,20,6,3.3173057332674905
0,20,7,3.451576247458334
0,20,8,3.571235739390947
0,20,9,3.6515402981548357
0,20,10,3.6862666666666666
0,20,11,3.672458888168724
0,20,12,3.6349232329218104
0,20,13,3.584407408333333
0,20,14,3.5359411489711934
0,20,15,3.5050995498971194
0,20,16,3.5039477333333333
0,20,17,3.5378264461625513
0,20,18,3.6037759657613164
0,20,19,3.690843538458333
0,20,20,3.7842436213991766
0,20,21,3.869775928002572
0,20,22,3.936055829333333
0,20,23,3.9774216088477363
0,20,24,3.995775254650206
0,20,25,3.999820703125
0,20,26,3.9990878153744855
0,20,27,3.9976140786013374
0,20,28,3.995757269333333
0,20,29,3.9942038645303497
0,20,30,3.9935991769547323
0,20,31,3.9942163975
0,20,32,3.99580096
0,20,33,3.9976911975
0,20,34,3.99917056
0,20,35,3.9998734375
0,20,36,3.99999936
0,20,37,4
0,20,38,4
0,20,39,4
0,20,40,4
0,21,0,3.665776798333334
0,21,1,3.373818269300412
0,21,2,3.1570982941100834
0,21,3,3.033282500000001
0,21,4,3.0070562943292187
0,21,5,3.0679660939094657
0,21,6,3.1911870001666673
0,21,7,3.343322705761317
0,21,8,3.4908908616255143
0,21,9,3.608714070666667
0,21,10,3.687405575562243
0,21,11,3.7270670341563785
0,21,12,3.742539765625
0,21,13,3.7428054526748973
0,21,14,3.74112197209928
0,21,15,3.7515548786666666
0,21,16,3.7852346223431073
0,21,17,3.8470799588477367
0,21,18,3.9338370572916666
0,21,19,4.0343196166502056
0,21,20,4.132948490968621
0,21,21,4.21599768
0,21,22,4.274082756880144
0,21,23,4.303868307613168
0,21,24,4.308888479291667
0,21,25,4.297194702510288
0,21,26,4.274580180234054
0,21,27,4.2414575
0,21,28,4.1976177408050415
0,21,29,4.143736975670782
0,21,30,4.081594989458333
0,21,31,4.013764365349794
0,21,32,3.943146077996399
0,21,33,3.87277375
0,21,34,3.8058075002145064
0,21,35,3.7451124009876544
0,21,36,3.6928474400000013
0,21,37,3.650424691358026
0,21,38,3.618775524691359
0,21,39,3.598932158000001
0,21,40,3.5921489198749996
0,22,0,3.533232977119342
0,22,1,3.2428869331918726
0,22,2,3.0250340693333335
0,22,3,2.899747928653293
0,22,4,2.873961810699589
0,22,5,2.9393691337500005
0,22,6,3.073145020576132
0,22,7,3.2435330481471194
0,22,8,3.418021674666667
0,22,9,3.5712827732767494
0,22,10,3.6919135705020576
0,22,11,3.7804178385416667
0,22,12,3.8440143934156374
0,22,13,3.890758115065329
0,22,14,3.93296
0,22,15,3.983720300741255
0,22,16,4.053276378600823
0,22,17,4.145831809791667
0,22,18,4.257647524872428
0,22,19,4.377244563400206
0,22,20,4.488591957333333
0,22,21,4.577684470807613
0,22,22,4.636564501860082
0,22,23,4.66336659275
0,22,24,4.661560823045268
0,22,25,4.6360944528575105
0,22,26,4.589053333333334
0,22,27,4.520542410638375
0,22,28,4.430592207275721
0,22,29,4.320688723958334
0,22,30,4.194357948312757
0,22,31,4.0569203102494855
0,22,32,3.9146938240000004
0,22,33,3.7740976968199598
0,22,34,3.6412451028806596
0,22,35,3.5216169302083347
0,22,36,3.4193088065843633
0,22,37,3.336868130622944
0,22,38,3.2757615360000005
0,22,39,3.2375532597093635
0,22,40,3.224488938139917
0,23,0,3.39492418761317
0,23,1,3.113702500000001
0,23,2,2.899731504674898
0,23,3,2.7780652307078206
0,23,4,2.7580370833333343
0,23,5,2.831681175390947
0,23,6,2.977281421039095
0,23,7,3.164677278666667
0,23,8,3.362737495304527
0,23,9,3.5464589403292184
0,23,10,3.7034177174583327
0,23,11,3.831888971193415
0,23,12,3.9347997969202666
0,23,13,4.020002033333332
0,23,14,4.099445233731995
0,23,15,4.185701361020575
0,23,16,4.288408776041666
0,23,17,4.411223099242797
0,23,18,4.549981805676439
0,23,19,4.6928633333333325
0,23,20,4.823350044809155
0,23,21,4.926678708847735
0,23,22,4.9952713228749985
0,23,23,5.02715233966255
0,23,24,5.023334056391461
0,23,25,4.984813303333333
0,23,26,4.913462203575102
0,23,27,4.810304059596707
0,23,28,4.6759762218333325
0,23,29,4.5129903652263375
0,23,30,4.326715136815844
0,23,31,4.125145833333334
0,23,32,3.917794776076132
0,23,33,3.7143272004773675
0,23,34,3.5235000520833353
0,23,35,3.3528452997942404
0,23,36,3.2078996013374503
0,23,37,3.0917508340000013
0,23,38,3.0058426286491784
0,23,39,2.951876584362142
