x,y,z,value
1,20,19,4.882582090271605
1,20,20,5.070692164740742
2,0,0,2.753790333366256
2,0,1,2.244786666666667
2,0,2,2.1180728952098775
2,0,3,2.4023589446584364
2,0,4,2.892053333333334
2,0,5,3.305485374683128
2,0,6,3.4879127572016464
2,0,7,3.518572928
2,0,8,3.544450141761317
2,0,9,3.4897514403292185
2,0,10,3.2889561173333344
2,0,11,3.023317860082305
2,0,12,2.8576428636707822
2,0,13,2.9449070506666675
2,0,14,3.293970699588477
2,0,15,3.7133569701399174
2,0,16,3.880133333333333
2,0,17,3.6599850029300414
2,0,18,3.2660099092016464
2,0,19,3.0616266666666663
2,0,20,3.2530971459423865
2,1,0,2.8304266666666673
2,1,1,2.3593146743045272
2,1,2,2.2388620800000014
2,1,3,2.5013037440000003
2,1,4,2.955246580411523
2,1,5,3.32488609053498
2,1,6,3.464605525333334
2,1,7,3.4500522079341565
2,1,8,3.359947355390947
2,1,9,3.1311057706666676
2,1,10,2.7909825514403304
2,1,11,2.5008154000329226
2,1,12,2.4419281280000007
2,1,13,2.7031344381893008
2,1,14,3.2126420106008227
2,1,15,3.7305466666666662
2,1,16,3.91403730436214
2,1,17,3.6458049345843624
2,1,18,3.1781585493333337
2,1,19,2.9175482029300412
2,1,20,3.1214416460905348
2,2,0,3.0641440005267495
2,2,1,2.701081408000001
2,2,2,2.6410455040000014
2,2,3,2.905710499555556
2,2,4,3.3334409902880666
2,2,5,3.6579409493333337
2,2,6,3.7440481274732513
2,2,7,3.6590566689711936
2,2,8,3.4350248106666665
2,2,9,3.051394487835392
2,2,10,2.630221434732511
2,2,11,2.3831863680000005
2,2,12,2.475810099621399
2,2,13,2.92684257527572
2,2,14,3.580395349333333
2,2,15,4.154562312954732
2,2,16,4.305449172806584
2,2,17,3.932233856
2,2,18,3.3249298515226333
2,2,19,2.9482845921975307
2,2,20,3.1062991359999983
2,3,0,3.4114938787818927
2,3,1,3.2054512213333335
2,3,2,3.2584582394732515
2,3,3,3.551509155028807
2,3,4,3.929616917333334
2,3,5,4.183595057251029
2,3,6,4.206080232559671
2,3,7,4.05535712
2,3,8,3.7264717184526743
2,3,9,3.2517325871934157
2,3,10,2.824660650666667
2,3,11,2.6753855496954726
2,3,12,2.924730834436213
2,3,13,3.517136917333333
2,3,14,4.2354187253991755
2,3,15,4.7847398147160485
2,3,16,4.853625322666667
2,3,17,4.3658129698765435
2,3,18,3.6341144541234565
2,3,19,3.145296405333333
2,3,20,3.2134162172839495
2,4,0,3.876133333333333
2,4,1,3.803774461102881
2,4,2,3.9515315336954737
2,4,3,4.275780117333333
2,4,4,4.595086999176955
2,4,5,4.7396376954732515
2,4,6,4.677802965333333
2,4,7,4.466418213662552
2,4,8,4.079317047835391
2,4,9,3.593628949333334
2,4,10,3.230439835390947
2,4,11,3.2040895997366254
2,4,12,3.580394495999999
2,4,13,4.235501669399176
